,taxID,accession,length,date,organism,reference,gene_information,sampling_locality,outgroup,genus,epithet
186_KF112441.1,1487264,KF112441.1,825,11-AUG-2014,Leccinum sp. HKAS 52538,"location: [0:825]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Leccinum,sp. HKAS 52538
187_KF112442.1,1487263,KF112442.1,818,11-AUG-2014,Leccinum aff. scabrum HKAS 57266,"location: [0:818]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Leccinum,aff. scabrum HKAS 57266
188_KF112402.1,1487262,KF112402.1,773,11-AUG-2014,Leccinum aff. extremiorientale HKAS 68586,"location: [0:773]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Leccinum,aff. extremiorientale HKAS 68586
189_KF112488.1,1487260,KF112488.1,844,11-AUG-2014,Leccinellum sp. HKAS 53427,"location: [0:844]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Leccinellum,sp. HKAS 53427
190_KF112447.1,1487259,KF112447.1,837,11-AUG-2014,Leccinellum aff. crocipodium HKAS 76658,"location: [0:837]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Leccinellum,aff. crocipodium HKAS 76658
191_KF112476.1,1487258,KF112476.1,888,11-AUG-2014,Gyroporus sp. HKAS 63505,"location: [0:888]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Gyroporus,sp. HKAS 63505
192_KF112349.1,1487256,KF112349.1,858,11-AUG-2014,Gyrodon sp. HKAS 59448,"location: [0:858]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Gyrodon,sp. HKAS 59448
193_KF112348.1,1487255,KF112348.1,857,11-AUG-2014,Gyrodon sp. HKAS 57588,"location: [0:857]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Gyrodon,sp. HKAS 57588
194_KF112326.1,1487254,KF112326.1,793,11-AUG-2014,Gastroboletus sp. HKAS 57093,"location: [0:793]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Gastroboletus,sp. HKAS 57093
195_KF112343.1,1487251,KF112343.1,834,11-AUG-2014,Boletus sp. HKAS 76850,"location: [0:834]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 76850
196_KF112328.1,1487249,KF112328.1,833,11-AUG-2014,Boletus sp. HKAS 76660,"location: [0:833]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 76660
197_KF112356.1,1487248,KF112356.1,837,11-AUG-2014,Boletus sp. HKAS 75081,"location: [0:837]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 75081
198_KF112377.1,1487247,KF112377.1,826,11-AUG-2014,Boletus sp. HKAS 75054,"location: [0:826]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 75054
199_KF112415.1,1487246,KF112415.1,838,11-AUG-2014,Boletus sp. HKAS 74864,"location: [0:838]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 74864
200_KF112322.1,1487245,KF112322.1,800,11-AUG-2014,Boletus sp. HKAS 74765,"location: [0:800]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 74765
201_KF112333.1,1487244,KF112333.1,837,11-AUG-2014,Boletus sp. HKAS 68679,"location: [0:837]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 68679
202_KF112329.1,1487243,KF112329.1,833,11-AUG-2014,Boletus sp. HKAS 68587,"location: [0:833]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 68587
203_KF112433.1,1487242,KF112433.1,841,11-AUG-2014,Boletus sp. HKAS 67896,"location: [0:841]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 67896
204_KF112355.1,1487241,KF112355.1,836,11-AUG-2014,Boletus sp. HKAS 63607,"location: [0:836]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 63607
205_KF112317.1,1487240,KF112317.1,834,11-AUG-2014,Boletus sp. HKAS 63598,"location: [0:834]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 63598
206_KF112332.1,1487239,KF112332.1,834,11-AUG-2014,Boletus sp. HKAS 63528,"location: [0:834]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 63528
207_KF112336.1,1487235,KF112336.1,838,11-AUG-2014,Boletus sp. HKAS 59814,"location: [0:838]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 59814
208_KF112358.2,1487233,KF112358.2,907,11-AUG-2014,Boletus sp. HKAS 59660,"location: [0:907]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 59660
209_KF112366.1,1487232,KF112366.1,835,11-AUG-2014,Boletus sp. HKAS 59609,"location: [0:835]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 59609
210_KF112412.1,1487231,KF112412.1,840,11-AUG-2014,Boletus sp. HKAS 59554,"location: [0:840]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 59554
211_KF112359.1,1487230,KF112359.1,834,11-AUG-2014,Boletus sp. HKAS 59469,"location: [0:834]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 59469
212_KF112330.1,1487229,KF112330.1,835,11-AUG-2014,Boletus sp. HKAS 57774,"location: [0:835]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 57774
213_KF112327.1,1487228,KF112327.1,834,11-AUG-2014,Boletus sp. HKAS 57512,"location: [0:834]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 57512
214_KF112325.1,1487226,KF112325.1,796,11-AUG-2014,Boletus sp. HKAS 57489,"location: [0:796]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 57489
215_KF112334.1,1487225,KF112334.1,833,11-AUG-2014,Boletus sp. HKAS 55444,"location: [0:833]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 55444
216_KF112338.1,1487224,KF112338.1,834,11-AUG-2014,Boletus sp. HKAS 55413,"location: [0:834]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 55413
217_KF112362.1,1487223,KF112362.1,838,11-AUG-2014,Boletus sp. HKAS 55373,"location: [0:838]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 55373
218_KF112491.1,1487222,KF112491.1,843,11-AUG-2014,Boletus sp. HKAS 53426,"location: [0:843]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 53426
219_KF112341.1,1487221,KF112341.1,839,11-AUG-2014,Boletus sp. HKAS 53425,"location: [0:839]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 53425
220_KF112432.1,1487220,KF112432.1,840,11-AUG-2014,Boletus sp. HKAS 53421,"location: [0:840]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 53421
221_KF112323.1,1487219,KF112323.1,835,11-AUG-2014,Boletus sp. HKAS 53369,"location: [0:835]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 53369
222_KF112410.1,1487218,KF112410.1,843,11-AUG-2014,Boletus sp. HKAS 53353,"location: [0:843]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 53353
223_KF112339.1,1487217,KF112339.1,832,11-AUG-2014,Boletus sp. HKAS 52661,"location: [0:832]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 52661
224_KF112367.1,1487216,KF112367.1,834,11-AUG-2014,Boletus sp. HKAS 52639,"location: [0:834]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 52639
225_KF112469.1,1487215,KF112469.1,861,11-AUG-2014,Boletus sp. HKAS 52601,"location: [0:861]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 52601
226_KF112337.1,1487214,KF112337.1,833,11-AUG-2014,Boletus sp. HKAS 52525,"location: [0:833]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 52525
227_KF112354.1,1487213,KF112354.1,799,11-AUG-2014,Boletus sp. HKAS 52518,"location: [0:799]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 52518
228_KF112457.1,1487212,KF112457.1,845,11-AUG-2014,Boletus sp. HKAS 52235,"location: [0:845]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 52235
229_KF112318.1,1487211,KF112318.1,833,11-AUG-2014,Boletus sp. HKAS 50351,"location: [0:833]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,sp. HKAS 50351
230_KF112331.1,1487207,KF112331.1,833,11-AUG-2014,Boletus aff. speciosus HKAS 59467,"location: [0:833]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,aff. speciosus HKAS 59467
231_KF112315.1,1487206,KF112315.1,834,11-AUG-2014,Boletus aff. erythropus HKAS 55440,"location: [0:834]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,aff. erythropus HKAS 55440
232_KF112353.1,1487205,KF112353.1,839,11-AUG-2014,Lanmaoa aff. carminipes HKAS 54094,"location: [0:839]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Lanmaoa,aff. carminipes HKAS 54094
233_KF112335.1,1487204,KF112335.1,833,11-AUG-2014,Boletus aff. calopus HKAS 74739,"location: [0:833]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletus,aff. calopus HKAS 74739
234_KF112379.1,1487203,KF112379.1,834,11-AUG-2014,Parvixerocomus aff. aokii HKAS 52633,"location: [0:834]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Parvixerocomus,aff. aokii HKAS 52633
235_KF112316.1,1487202,KF112316.1,834,11-AUG-2014,Suillellus aff. amygdalinus HKAS 57262,"location: [0:834]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Suillellus,aff. amygdalinus HKAS 57262
236_KF112413.1,1487201,KF112413.1,834,11-AUG-2014,Boletellus sp. HKAS 74888,"location: [0:834]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletellus,sp. HKAS 74888
237_KF112468.1,1487200,KF112468.1,837,11-AUG-2014,Boletellus sp. HKAS 74783,"location: [0:837]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Boletellus,sp. HKAS 74783
